0.63248	0
3.22256	536
4.24816	1072
5.22768	1608
5.47376	2144
6.33056	2680
6.38736	3216
6.60336	3752
7.28176	4288
7.52896	4824
7.58816	5360
7.83536	5896
7.99296	6432
8.30976	6968
8.56336	7504
8.71456	8040
9.07408	8576
12.1825	3752
12.5802	536
12.6746	1072
13.9498	1608
13.9498	2144
14.3186	2278
14.9418	2404
15.189	2523
15.405	2636
15.8506	2744
16.2282	2848
16.4914	2948
16.713	3045
16.9602	3139
17.253	3230
17.5546	3318
17.773	3404
17.8362	3488
18.1594	3570
18.6634	3650
18.7802	3728
19.1034	3805
19.4842	3880
19.921	3954
20.1682	4026
20.2378	4097
20.4778	4167
20.8418	4235
21.273	4302
21.405	4368
21.7218	4433
21.861	4497
22.1082	4560
22.4186	4623
22.4842	4685
22.8418	4746
23.089	4806
23.2058	4865
23.5634	4924
23.8106	4982
23.9682	5039
24.2786	5096
24.5258	5152
24.6834	5207
25.0002	5262
25.2474	5316
25.405	5370
25.7154	5423
25.9626	5475
26.1202	5527
26.3674	5578
26.4842	5629
26.8418	5680
27.089	5730
27.2466	5780
27.557	5829
27.8042	5878
27.9682	5926
28.2786	5974
28.4946	6022
28.7418	6069
28.805	6116
29.0522	6162
29.2098	6208
29.4322	6254
29.6482	6299
29.7426	6344
30.0058	6389
30.3162	6433
30.5634	6477
30.6802	6521
30.9925	6565
32.7978	2680
32.9394	2787
33.1866	2890
33.5467	2989
33.5995	3085
33.8939	3178
34.1771	3268
34.3957	3355
34.6429	3440
34.7789	3523
35.1317	3604
35.1974	3683
35.539	3761
35.8334	3837
35.952	3911
36.0464	3984
36.388	4056
36.7066	4126
36.801	4195
37.0482	4263
37.237	4330
37.5674	4396
37.6618	4461
37.8506	4525
38.0859	4588
38.3691	4650
38.5107	4711
38.6995	4771
38.9349	4831
39.2653	4890
39.4069	4948
39.5485	5006
39.7373	5063
40.0317	5119
40.1621	5175
40.3037	5230
40.4453	5284
40.6341	5338
41.0117	5391
41.1533	5444
41.3421	5496
41.4837	5548
41.6725	5599
42.0029	5650
42.1445	5700
42.2861	5750
42.4749	5799
42.6637	5848
42.9941	5897
43.1829	5945
43.3245	5993
43.5133	6040
43.7021	6087
43.9965	6134
44.0797	6180
44.2685	6226
44.4101	6272
44.5989	6317
44.7877	6362
45.1181	6407
45.2597	6451
45.4485	6495
45.6373	6539
45.8261	6582
46.1205	6625
46.2509	6668
46.3453	6711
46.5341	6753
46.7229	6795
46.9117	6837
47.2061	6879
47.3365	6920
47.4309	6961
47.6197	7002
47.8085	7043
48.0445	7083
48.3389	7123
48.4693	7163
48.5637	7203
48.7525	7242
48.8941	7281
49.0829	7320
49.3189	7359
49.6493	7398
49.7909	7436
49.9325	7474
50.0741	7512
50.2629	7550
50.4989	7588
50.8765	7625
51.0181	7662
51.1597	7699
51.3485	7736
51.5373	7773
51.7261	7809
51.9621	7845
52.1981	7881
52.3869	7917
52.5757	7953
52.7645	7989
52.9533	8024
53.0949	8059
53.3309	8094
53.4725	8129
53.6613	8164
53.9445	8199
54.0389	8234
54.271	8268
54.3654	8302
54.4598	8336
54.5542	8370
54.6486	8404
54.743	8438
54.8374	8472
55.0256	8505
55.12	8538
55.2144	8571
55.3088	8604
55.3821	8637
