0.63248	0
2.75875	536
3.60771	1072
4.45667	1608
4.75107	2144
5.30563	2680
5.50563	3216
5.80003	3752
6.15459	4288
6.34339	4824
6.53219	5360
6.72099	5896
7.00355	6432
7.19235	6968
7.38115	7504
7.56995	8040
7.75875	8576
7.94755	9112
8.13635	9648
8.32515	10184
8.51395	10720
8.65555	11256
8.79715	11792
8.89155	12328
9.12755	12864
9.31635	13400
9.55235	13936
9.74307	14472
9.83747	15008
12.3372	6968
12.4316	7009
12.726	7049
13.0924	7089
13.3284	7129
13.4228	7169
13.7551	7209
15.3612	2948
15.55	3045
15.8444	3139
16.1157	3230
16.3517	3318
16.7293	3404
16.9653	3488
17.2013	3570
17.5789	3650
17.8149	3728
18.0509	3805
18.4757	3880
18.7117	3954
18.9005	4026
19.1949	4097
19.4197	4167
19.6557	4235
19.8445	4302
20.2805	4368
20.4109	4433
20.6469	4497
20.7885	4560
21.0829	4623
21.3549	4685
21.5909	4746
21.7797	4806
22.0269	4865
22.2629	4924
22.4405	4982
22.6765	5039
22.8653	5096
23.1013	5152
23.4789	5207
23.7149	5262
23.9037	5316
24.1397	5370
24.4341	5423
24.6117	5475
24.8949	5527
25.0365	5578
25.2725	5629
25.5669	5680
25.7445	5730
26.0277	5780
26.2165	5829
26.4053	5878
26.6997	5926
26.8773	5974
27.1605	6022
27.3965	6069
27.5853	6116
27.7269	6162
28.1045	6208
28.3517	6254
28.4349	6299
28.6709	6344
28.9069	6389
29.1429	6433
29.3789	6477
29.6621	6521
29.8981	6565
30.1341	6608
30.2285	6651
30.4173	6694
30.6533	6736
30.9365	6778
31.1725	6820
31.4085	6862
31.5029	6903
31.6917	6944
31.9277	6985
32.2109	7026
32.4469	7066
32.6829	7106
32.7773	7146
32.9661	7186
33.1549	7225
33.4021	7264
33.4853	7303
33.6741	7342
33.7685	7381
33.8629	7419
33.9573	7457
34.0989	7495
34.4293	7533
34.6653	7571
34.7597	7608
34.8541	7645
34.9485	7682
35.0901	7719
35.2317	7756
35.5149	7793
35.6565	7829
35.7509	7865
35.8925	7901
35.9869	7937
36.0813	7973
36.2701	8009
36.6005	8044
36.6949	8079
36.8365	8114
36.9309	8149
37.0725	8184
37.1669	8219
37.3557	8253
37.6389	8287
37.7333	8321
37.8749	8355
37.9693	8389
38.1109	8423
38.2053	8457
38.4413	8490
38.7245	8523
38.8189	8556
38.9605	8589
39.0549	8622
39.1965	8655
39.2909	8688
39.5269	8721
39.8101	8753
39.9517	8785
40.0461	8817
40.1405	8849
40.2349	8881
40.3765	8913
40.5181	8945
40.7541	8977
41.0845	9009
41.1789	9040
41.3205	9071
41.4149	9102
41.5093	9133
41.6037	9164
41.7925	9195
42.0285	9226
42.3589	9257
42.4533	9288
42.5477	9318
42.6421	9348
42.7837	9378
42.8781	9408
43.0669	9438
43.2557	9468
43.5029	9498
43.6333	9528
43.8221	9558
43.9165	9588
44.0109	9617
44.1053	9646
44.3413	9675
44.5301	9704
44.7661	9733
44.9077	9762
45.0965	9791
45.1909	9820
45.3325	9849
45.4269	9878
45.6157	9907
45.8045	9935
46.1349	9963
46.3728	9991
48.2589	4288
48.4477	4355
48.6365	4420
48.9309	4484
49.2973	4548
49.4861	4611
49.6749	4673
49.9109	4734
50.3357	4794
50.5717	4853
50.7605	4912
50.9965	4970
51.4213	5027
51.6101	5084
51.64	5140
